"id","name","rating","price","original_price","discount","features"
879,"Mi A Series 80 cm (32 inch) HD Ready LED Smart Google TV 2024 Edition","4.3","₹12,999","₹24,999","48%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Warranty on Product and 1 Year Additional Warranty on Panel"
880,"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","4","₹6,999","₹12,499","44%","Operating System: Linux basedHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
881,"Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...","4","₹8,999","₹18,499","51%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
882,"MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹32,999","₹56,790","41%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty"
883,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty"
884,"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","₹7,999","₹15,999","50%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 2021NA"
885,"Dyanora Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV with 20 Watt Box Speakers","4","₹6,999","₹12,499","44%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2023NA"
886,"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹44,990","₹71,990","37%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
887,"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...","4.3","₹16,999","₹29,999","43%","Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase"
888,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2024 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,999","₹24,999","52%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
889,"Mi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...","4.3","₹41,999","₹59,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
890,"SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV 2023 Edition","4.4","₹24,499","₹37,900","35%","Operating System: TizenFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
891,"Mi A series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with HD |Dolby Audio | DTS:HD | ...","4.3","₹11,999","₹24,999","52%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
892,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...","4.3","₹15,490","₹19,990","22%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
893,"SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with Bezel-free Design","4.4","₹13,490","₹18,900","28%","Operating System: TizenHD Ready 1366 x 768 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel"
894,"Dyanora 60 cm (24 Inch) HD Ready LED TV","4.1","₹5,999","₹10,999","45%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Manufacturer Warranty from the Date of Purchase"
895,"XElectron 60 cm (24 inch) HD Ready LED TV 2023 Edition","4.2","₹5,999","₹13,999","57%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
896,"Mi A series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹22,999","₹35,999","36%","Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
897,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.3","₹13,990","₹24,990","44%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20201 Year Product Warranty Applicable"
898,"Reliance 81.01 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Frameless...","3.8","₹10,199","₹21,490","52%","Operating System: AndroidHD Ready 1366X768 PixelsLaunch Year: 20231 Year Comprehensive Warranty"
899,"XElectron 80 cm (32 inch) HD Ready 3D LED TV 2023 Edition","4.2","₹7,499","₹17,999","58%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
900,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2023 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,490","₹24,999","54%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty"
901,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
902,"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹31,990","₹47,990","33%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
903,"Mi A Series 80 cm (32 inch) HD Ready LED Smart Google TV 2024 Edition","4.3","₹12,999","₹24,999","48%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Warranty on Product and 1 Year Additional Warranty on Panel"
904,"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","4","₹6,999","₹12,499","44%","Operating System: Linux basedHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
905,"Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...","4","₹8,999","₹18,499","51%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
906,"MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹32,999","₹56,790","41%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty"
907,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty"
908,"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","₹7,999","₹15,999","50%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 2021NA"
909,"Dyanora Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV with 20 Watt Box Speakers","4","₹6,999","₹12,499","44%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2023NA"
910,"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹44,990","₹71,990","37%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
911,"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...","4.3","₹16,999","₹29,999","43%","Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase"
912,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2024 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,999","₹24,999","52%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
913,"Mi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...","4.3","₹41,999","₹59,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
914,"SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV 2023 Edition","4.4","₹24,499","₹37,900","35%","Operating System: TizenFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
915,"Mi A series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with HD |Dolby Audio | DTS:HD | ...","4.3","₹11,999","₹24,999","52%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
916,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...","4.3","₹15,490","₹19,990","22%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
917,"SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with Bezel-free Design","4.4","₹13,490","₹18,900","28%","Operating System: TizenHD Ready 1366 x 768 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel"
918,"Dyanora 60 cm (24 Inch) HD Ready LED TV","4.1","₹5,999","₹10,999","45%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Manufacturer Warranty from the Date of Purchase"
919,"XElectron 60 cm (24 inch) HD Ready LED TV 2023 Edition","4.2","₹5,999","₹13,999","57%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
920,"Mi A series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹22,999","₹35,999","36%","Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
921,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.3","₹13,990","₹24,990","44%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20201 Year Product Warranty Applicable"
922,"Reliance 81.01 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Frameless...","3.8","₹10,199","₹21,490","52%","Operating System: AndroidHD Ready 1366X768 PixelsLaunch Year: 20231 Year Comprehensive Warranty"
923,"XElectron 80 cm (32 inch) HD Ready 3D LED TV 2023 Edition","4.2","₹7,499","₹17,999","58%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
924,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2023 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,490","₹24,999","54%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty"
925,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
926,"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹31,990","₹47,990","33%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
927,"Mi A Series 80 cm (32 inch) HD Ready LED Smart Google TV 2024 Edition","4.3","₹12,999","₹24,999","48%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Warranty on Product and 1 Year Additional Warranty on Panel"
928,"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","4","₹6,999","₹12,499","44%","Operating System: Linux basedHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
929,"Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...","4","₹8,999","₹18,499","51%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
930,"MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹32,999","₹56,790","41%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty"
931,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty"
932,"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","₹7,999","₹15,999","50%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 2021NA"
933,"Dyanora Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV with 20 Watt Box Speakers","4","₹6,999","₹12,499","44%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2023NA"
934,"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹44,990","₹71,990","37%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
935,"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...","4.3","₹16,999","₹29,999","43%","Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase"
936,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2024 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,999","₹24,999","52%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
937,"Mi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...","4.3","₹41,999","₹59,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
938,"SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV 2023 Edition","4.4","₹24,499","₹37,900","35%","Operating System: TizenFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
939,"Mi A series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with HD |Dolby Audio | DTS:HD | ...","4.3","₹11,999","₹24,999","52%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
940,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...","4.3","₹15,490","₹19,990","22%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
941,"SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with Bezel-free Design","4.4","₹13,490","₹18,900","28%","Operating System: TizenHD Ready 1366 x 768 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel"
942,"Dyanora 60 cm (24 Inch) HD Ready LED TV","4.1","₹5,999","₹10,999","45%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Manufacturer Warranty from the Date of Purchase"
943,"XElectron 60 cm (24 inch) HD Ready LED TV 2023 Edition","4.2","₹5,999","₹13,999","57%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
944,"Mi A series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹22,999","₹35,999","36%","Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
945,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.3","₹13,990","₹24,990","44%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20201 Year Product Warranty Applicable"
946,"Reliance 81.01 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Frameless...","3.8","₹10,199","₹21,490","52%","Operating System: AndroidHD Ready 1366X768 PixelsLaunch Year: 20231 Year Comprehensive Warranty"
947,"XElectron 80 cm (32 inch) HD Ready 3D LED TV 2023 Edition","4.2","₹7,499","₹17,999","58%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
948,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2023 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,490","₹24,999","54%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty"
949,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
950,"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹31,990","₹47,990","33%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
951,"Mi A Series 80 cm (32 inch) HD Ready LED Smart Google TV 2024 Edition","4.3","₹12,999","₹24,999","48%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Warranty on Product and 1 Year Additional Warranty on Panel"
952,"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","4","₹6,999","₹12,499","44%","Operating System: Linux basedHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
953,"Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...","4","₹8,999","₹18,499","51%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
954,"MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹32,999","₹56,790","41%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty"
955,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty"
956,"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","₹7,999","₹15,999","50%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 2021NA"
957,"Dyanora Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV with 20 Watt Box Speakers","4","₹6,999","₹12,499","44%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2023NA"
958,"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹44,990","₹71,990","37%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
959,"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...","4.3","₹16,999","₹29,999","43%","Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase"
960,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2024 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,999","₹24,999","52%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
961,"Mi X Pro 125 cm (50 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision IQ | HDR...","4.3","₹41,999","₹59,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
962,"SAMSUNG 108 cm (43 inch) Full HD LED Smart Tizen TV 2023 Edition","4.4","₹24,499","₹37,900","35%","Operating System: TizenFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
963,"Mi A series 80 cm (32 inch) HD Ready LED Smart Google TV 2023 Edition with HD |Dolby Audio | DTS:HD | ...","4.3","₹11,999","₹24,999","52%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
964,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV 2023 Edition with a5 AI Processor Gen5, Refresh Rate: 6...","4.3","₹15,490","₹19,990","22%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
965,"SAMSUNG 80 cm (32 Inch) HD Ready LED Smart Tizen TV with Bezel-free Design","4.4","₹13,490","₹18,900","28%","Operating System: TizenHD Ready 1366 x 768 PixelsLaunch Year: 20221 Year Comprehensive Warranty on Product and 1 Year Additional on Panel"
966,"Dyanora 60 cm (24 Inch) HD Ready LED TV","4.1","₹5,999","₹10,999","45%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Manufacturer Warranty from the Date of Purchase"
967,"XElectron 60 cm (24 inch) HD Ready LED TV 2023 Edition","4.2","₹5,999","₹13,999","57%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
968,"Mi A series 108 cm (43 inch) Full HD LED Smart Google TV 2023 Edition with FHD | Dolby Audio | DTS : H...","4.2","₹22,999","₹35,999","36%","Operating System: Google TVFull HD 1920 x 1080 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
969,"LG 80 cm (32 inch) HD Ready LED Smart WebOS TV","4.3","₹13,990","₹24,990","44%","Operating System: WebOSHD Ready 1366 x 768 PixelsLaunch Year: 20201 Year Product Warranty Applicable"
970,"Reliance 81.01 cm (32 inch) HD Ready LED Smart Android TV with Android 12, 24 W Dolby Audio, Frameless...","3.8","₹10,199","₹21,490","52%","Operating System: AndroidHD Ready 1366X768 PixelsLaunch Year: 20231 Year Comprehensive Warranty"
971,"XElectron 80 cm (32 inch) HD Ready 3D LED TV 2023 Edition","4.2","₹7,499","₹17,999","58%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year warranty from the date of purchase. For more help & support call us at: 8527312304 or mail us at: customercare@xelectron.com"
972,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2023 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,490","₹24,999","54%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20231 Year Warranty"
973,"Mi X Series 138 cm (55 inch) Ultra HD (4K) LED Smart Google TV 2023 Edition with 4K Dolby Vision | HDR...","4.3","₹37,999","₹54,999","30%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty on Product and 2 Years Warranty on Panel"
974,"LG UQ7550 108 cm (43 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹31,990","₹47,990","33%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
975,"Mi A Series 80 cm (32 inch) HD Ready LED Smart Google TV 2024 Edition","4.3","₹12,999","₹24,999","48%","Operating System: Google TVHD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Warranty on Product and 1 Year Additional Warranty on Panel"
976,"Dyanora 60 cm (24 inch) HD Ready LED Smart Linux based TV with Noise Reduction, Powerful Audio Box Spe...","4","₹6,999","₹12,499","44%","Operating System: Linux basedHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
977,"Dyanora Sigma 80 cm (32 Inch) HD Ready LED Smart Linux TV with 30 Watt Box Speakers & Bezel-Less Desig...","4","₹8,999","₹18,499","51%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2022NA"
978,"MOTOROLA EnvisionX 140 cm (55 inch) Ultra HD (4K) LED Smart Google TV with Inbuilt Box Speakers","4.3","₹32,999","₹56,790","41%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Warranty"
979,"iFFALCON by TCL U62 164 cm (65 inch) Ultra HD (4K) LED Smart Google TV with Dolby Audio, HDR10","4.2","₹37,999","₹1,20,990","68%","Operating System: Google TVUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20221 Year Warranty"
980,"Dyanora 80 cm (32 inch) HD Ready LED TV with Noise Reduction, Cinema Zoom, Powerful Audio Box Speakers","4.1","₹7,999","₹15,999","50%","Operating System:HD Ready 1366 x 768 PixelsLaunch Year: 2021NA"
981,"Dyanora Sigma 60 cm (24 inch) HD Ready LED Smart Linux TV with 20 Watt Box Speakers","4","₹6,999","₹12,499","44%","Operating System: LinuxHD Ready 1366 x 768 PixelsLaunch Year: 2023NA"
982,"LG UQ7550 139 cm (55 inch) Ultra HD (4K) LED Smart WebOS TV 2023 Edition with a5 Gen5 AI Processor 4K,...","4.4","₹44,990","₹71,990","37%","Operating System: WebOSUltra HD (4K) 3840 x 2160 PixelsLaunch Year: 20231 Year Product Warranty Applicable"
983,"Acer Advanced I Series 102 cm (40 inch) Full HD LED Smart Google TV 2023 Edition with 1.5GB RAM, 16GB ...","4.3","₹16,999","₹29,999","43%","Operating System: Google TVFull HD 1080 x 1920 PixelsLaunch Year: 20231 Year Comprehensive Warranty from the Date of Purchase"
984,"REDMI 80 cm (32 inch) HD Ready LED Smart FireTv OS 7 TV 2024 Edition with Dolby Audio & DTS: Virtual X","4.2","₹11,999","₹24,999","52%","Operating System: FireTv OS 7HD Ready 1366 x 768 PixelsLaunch Year: 20241 Year Comprehensive Warranty on Product and 1 Year Additional Warranty on Panel"
